MQ2,MQ7,Flame,isFlame
99,89,951,0
78,137,969,0
99,91,940,0
97,96,962,0
78,104,962,0
112,90,952,1
81,92,89,1
78,87,81,1
82,90,92,1
109,96,938,1
75,87,971,0
119,83,957,1
100,83,956,0
78,120,945,0
70,302,964,1
99,89,959,0
72,92,318,1
99,98,960,0
99,96,967,0
75,84,964,0
75,85,547,1
73,182,969,0
99,82,949,0
88,228,948,0
82,100,126,1
72,88,278,1
74,193,969,0
98,91,966,0
69,300,973,1
128,89,958,1
99,80,959,0
99,100,944,0
100,83,958,0
99,86,960,0
98,95,963,0
78,104,962,0
98,98,959,0
100,96,964,0
99,81,955,0
100,87,958,0
75,100,123,1
101,97,954,1
75,87,971,0
100,81,950,0
99,82,952,0
86,130,968,0
100,94,957,0
87,390,950,1
81,103,972,0
97,93,964,0
83,139,71,1
98,95,958,0
85,113,969,0
98,87,955,0
97,84,959,0
83,122,947,0
129,91,948,1
70,81,341,1
85,113,969,0
86,290,941,1
123,88,954,1
85,140,969,0
78,83,684,1
74,95,87,1
72,87,80,1
96,80,951,0
82,87,282,1
78,104,962,0
78,91,965,0
85,293,947,1
117,89,958,1
77,132,74,1
81,96,82,1
75,99,371,1
79,147,963,0
96,84,958,0
78,125,969,0
98,87,955,0
113,87,958,1
99,90,966,0
74,96,74,1
74,193,969,0
114,82,958,1
97,90,959,0
83,82,961,0
93,285,942,1
100,86,957,0
100,97,965,0
100,95,943,0
97,96,959,0
82,87,88,1
72,89,93,1
79,122,930,0
75,86,554,1
97,90,965,0
119,102,964,1
72,93,90,1
97,96,959,0
85,99,73,1
100,91,959,0
79,96,76,1
96,85,950,0
111,85,954,1
99,94,961,0
87,111,927,0
69,81,962,0
99,89,961,0
76,297,972,1
99,96,940,0
129,101,962,1
100,84,956,0
70,91,474,1
73,180,969,0
87,397,945,1
100,85,954,0
78,152,968,0
102,96,954,1
99,96,958,0
129,88,955,1
75,86,970,0
100,93,944,0
80,85,553,1
100,97,966,0
99,89,961,0
106,97,961,1
104,97,941,1
99,83,954,0
85,139,946,0
100,91,959,0
104,88,950,1
116,105,935,1
73,165,969,0
100,97,958,0
71,87,546,1
82,104,78,1
75,87,972,0
74,83,517,1
85,136,969,0
84,127,968,0
106,90,937,1
85,286,944,1
106,88,958,1
109,82,959,1
97,94,958,0
99,81,951,0
87,191,947,0
96,82,951,0
75,87,551,1
107,83,952,1
83,93,369,1
77,296,971,1
96,87,954,0
81,139,80,1
99,91,940,0
99,100,961,0
70,89,546,1
100,94,961,0
76,100,92,1
104,81,956,1
115,86,952,1
122,81,947,1
78,90,324,1
86,138,969,0
75,101,964,0
79,91,677,1
74,118,968,0
86,82,969,0
85,139,946,0
84,142,969,0
106,98,938,1
86,208,948,0
119,87,955,1
100,89,949,0
98,95,963,0
110,99,938,1
77,113,945,0
74,118,968,0
75,95,967,0
75,97,969,0
73,89,324,1
100,94,961,0
108,80,955,1
77,93,83,1
82,156,969,0
84,138,967,0
100,85,955,0
77,135,78,1
76,95,84,1
99,84,957,0
127,89,949,1
102,98,963,1
97,89,958,0
90,399,948,1
92,342,950,1
122,96,957,1
121,86,954,1
91,291,953,1
96,82,956,0
73,87,478,1
130,84,956,1
98,91,966,0
100,83,957,0
79,97,969,0
102,100,936,1
111,90,956,1
78,104,962,0
73,184,968,0
88,228,948,0
100,82,950,0
79,102,79,1
99,83,954,0
99,95,965,0
118,93,959,1
79,88,90,1
74,271,964,1
75,160,969,0
71,304,965,1
100,94,940,0
100,91,964,0
93,266,948,1
121,86,952,1
72,94,92,1
99,89,959,0
77,153,968,0
110,85,954,1
74,82,381,1
100,80,959,0
98,90,968,0
83,167,961,0
90,264,950,1
97,395,944,1
83,139,73,1
78,135,70,1
70,83,970,0
75,84,968,0
97,95,968,0
76,296,968,1
72,87,392,1
85,140,969,0
78,91,965,0
81,132,965,0
75,86,91,1
100,90,960,0
69,81,970,0
103,91,963,1
78,116,944,0
99,96,967,0
105,84,951,1
96,82,951,0
131,89,955,1
86,264,954,1
100,91,959,0
74,305,966,1
88,289,938,1
130,96,959,1
118,96,954,1
123,97,961,1
100,82,959,0
78,91,469,1
80,94,91,1
105,87,958,1
70,83,970,0
97,96,959,0
75,101,964,0
114,104,943,1
102,86,959,1
80,131,75,1
80,83,388,1
70,79,389,1
99,94,967,0
72,95,83,1
102,88,950,1
97,96,959,0
92,395,950,1
97,90,965,0
76,104,83,1
118,102,941,1
99,89,957,0
98,89,966,0
78,94,370,1
98,81,953,0
81,99,367,1
86,339,923,1
79,300,970,1
85,167,949,0
99,94,958,0
75,95,967,0
98,90,957,0
100,94,967,0
100,95,943,0
74,193,969,0
79,96,80,1
82,105,970,0
85,113,969,0
82,91,92,1
88,267,947,1
100,84,956,0
77,79,521,1
122,93,955,1
121,97,955,1
75,101,964,0
118,91,958,1
105,95,965,1
105,86,954,1
97,86,951,0
75,107,970,0
80,168,966,0
98,90,968,0
100,81,950,0
75,86,828,0
86,298,948,1
100,95,938,0
96,84,955,0
99,88,952,0
100,87,951,0
101,80,950,1
99,88,952,0
81,139,76,1
78,125,969,0
102,96,956,1
69,279,973,1
76,99,969,0
92,288,940,1
99,91,945,0
128,89,960,1
121,85,958,1
80,79,386,1
100,95,938,0
131,97,961,1
99,90,966,0
74,82,960,0
104,81,959,1
118,93,959,1
97,99,965,0
83,139,79,1
100,80,954,0
96,84,957,0
99,84,953,0
105,94,959,1
76,97,86,1
87,190,946,0
85,113,969,0
129,91,961,1
99,102,967,0
99,92,961,0
72,93,86,1
108,94,941,1
92,391,952,1
83,167,961,0
85,108,969,0
99,97,962,0
112,98,957,1
100,87,958,0
86,138,969,0
100,82,954,0
104,99,963,1
74,297,963,1
116,90,953,1
102,80,951,1
97,94,967,0
97,83,950,0
81,85,281,1
78,90,374,1
100,97,965,0
132,90,948,1
104,96,958,1
96,85,950,0
98,92,958,0
119,87,958,1
69,81,970,0
96,83,957,0
82,193,944,0
100,87,958,0
78,102,966,0
85,288,946,1
98,85,959,0
78,90,88,1
81,138,73,1
98,81,953,0
80,97,121,1
99,96,967,0
83,268,951,1
99,86,951,0
82,102,73,1
76,105,970,0
100,85,954,0
100,95,962,0
115,85,955,1
130,99,953,1
99,94,967,0
109,81,958,1
99,82,949,0
80,91,76,1
100,82,959,0
106,84,956,1
99,86,958,0
101,92,958,1
78,104,962,0
85,286,945,1
83,135,77,1
100,98,941,0
113,85,948,1
76,92,73,1
109,96,955,1
75,85,973,0
101,85,959,1
107,96,961,1
119,89,951,1
76,84,959,0
77,88,475,1
100,88,959,0
87,190,946,0
106,89,951,1
96,82,958,0
86,81,970,0
70,82,958,0
99,80,954,0
83,94,79,1
95,249,945,0
99,96,940,0
70,83,971,0
97,83,950,0
121,83,957,1
81,94,90,1
78,94,966,0
77,89,93,1
76,86,678,1
119,83,953,1
89,341,952,1
98,81,953,0
72,87,396,1
88,292,948,1
113,99,958,1
97,84,954,0
73,216,970,0
99,99,961,0
88,337,951,1
99,96,961,0
73,92,389,1
74,193,969,0
75,72,970,0
76,84,959,0
99,86,958,0
96,82,956,0
127,87,948,1
97,82,958,0
99,90,959,0
74,86,83,1
83,103,78,1
99,98,944,0
118,88,957,1
121,99,955,1
118,95,957,1
83,264,950,1
99,82,953,0
98,80,952,0
101,84,955,1
112,86,948,1
100,83,959,0
100,87,956,0
106,83,951,1
100,88,957,0
114,97,940,1
84,138,967,0
116,87,960,1
80,89,370,1
97,88,952,0
86,82,969,0
129,99,954,1
73,165,969,0
98,87,956,0
99,86,958,0
77,95,90,1
112,101,937,1
122,95,954,1
98,91,958,0
85,195,948,0
100,86,954,0
97,96,962,0
108,82,957,1
88,267,946,1
114,83,953,1
101,82,949,1
100,100,937,0
76,99,969,0
89,338,952,1
96,82,951,0
83,82,961,0
100,89,959,0
79,96,80,1
69,81,970,0
100,82,959,0
88,260,946,1
115,84,951,1
100,85,955,0
75,273,964,1
73,87,87,1
97,84,959,0
85,140,969,0
100,98,959,0
78,89,964,0
102,95,967,1
98,81,958,0
73,93,93,1
88,339,951,1
91,398,942,1
99,96,960,0
132,87,956,1
71,79,518,1
120,85,956,1
97,83,950,0
75,306,973,1
97,93,958,0
73,181,968,0
75,93,280,1
120,87,953,1
112,93,957,1
100,84,960,0
108,97,966,1
98,84,959,0
108,101,939,1
89,337,946,1
86,138,969,0
79,81,555,1
88,248,949,0
95,287,948,1
79,94,95,1
98,87,955,0
120,84,959,1
75,107,970,0
97,92,967,0
73,149,969,0
91,268,953,1
82,156,969,0
100,93,944,0
77,296,970,1
72,96,91,1
75,85,970,0
78,99,963,0
98,85,959,0
99,101,960,0
100,85,954,0
106,82,960,1
72,87,287,1
87,136,77,1
72,276,965,1
76,296,964,1
75,72,970,0
84,134,947,0
83,94,374,1
85,100,77,1
100,90,954,0
76,83,956,0
73,296,973,1
104,100,967,1
70,80,340,1
83,93,369,1
75,84,968,0
102,94,961,1
76,87,83,1
99,97,939,0
74,193,969,0
100,80,952,0
74,91,287,1
97,84,952,0
75,85,971,0
76,85,342,1
75,299,972,1
79,131,947,0
115,102,960,1
97,93,958,0
119,95,963,1
120,92,952,1
77,87,85,1
77,120,943,0
99,83,952,0
77,91,86,1
84,143,970,0
87,263,945,1
126,89,958,1
82,160,944,0
83,82,961,0
80,134,966,0
120,97,955,1
82,193,944,0
99,102,967,0
78,116,944,0
110,93,935,1
70,89,327,1
77,95,124,1
84,165,948,0
100,83,959,0
77,139,81,1
114,89,948,1
85,174,944,0
69,278,971,1
80,84,673,1
99,94,960,0
99,94,961,0
97,99,961,0
119,87,957,1
121,92,957,1
91,263,954,1
136,83,958,1
72,85,88,1
77,90,383,1
76,90,285,1
96,85,950,0
73,165,969,0
99,84,954,0
94,336,928,1
97,345,947,1
98,95,958,0
77,297,968,1
100,94,958,0
109,96,960,1
83,125,948,0
100,96,942,0
74,80,393,1
75,85,969,0
79,123,963,0
78,86,475,1
87,334,922,1
97,92,967,0
86,335,930,1
78,83,545,1
77,306,963,1
107,90,967,1
76,93,369,1
96,85,958,0
98,95,958,0
79,83,475,1
97,99,961,0
80,89,340,1
129,84,956,1
97,98,967,0
81,138,73,1
72,296,974,1
109,89,955,1
95,249,945,0
78,116,944,0
122,85,951,1
100,100,965,0
99,87,953,0
91,121,968,0
74,113,969,0
112,91,953,1
78,91,965,0
77,153,968,0
122,91,958,1
98,99,967,0
99,89,951,0
99,92,958,0
97,96,959,0
100,90,959,0
100,82,954,0
77,90,285,1
71,297,964,1
76,135,78,1
121,88,958,1
91,338,952,1
126,92,962,1
82,85,90,1
98,81,953,0
74,193,969,0
102,82,956,1
76,91,374,1
127,91,953,1
79,81,395,1
99,89,961,0
100,88,959,0
110,99,937,1
116,93,954,1
100,83,950,0
100,82,959,0
117,91,956,1
99,86,960,0
108,94,943,1
101,88,959,1
79,89,93,1
103,85,957,1
86,110,927,0
84,138,967,0
124,87,958,1
78,83,347,1
78,179,967,0
73,211,968,0
102,89,966,1
77,97,81,1
99,96,958,0
118,96,958,1
89,174,945,0
116,98,964,1
74,193,969,0
84,97,80,1
117,94,953,1
127,87,951,1
71,89,348,1
84,141,72,1
85,135,71,1
99,89,960,0
99,83,952,0
109,87,958,1
70,84,381,1
97,96,959,0
73,97,119,1
117,88,957,1
92,269,944,1
100,86,955,0
99,81,959,0
100,97,967,0
73,302,972,1
71,83,338,1
99,89,963,0
77,141,72,1
98,99,967,0
112,85,958,1
77,93,90,1
79,88,477,1
86,81,970,0
126,92,956,1
97,81,951,0
136,88,958,1
114,88,950,1
99,89,963,0
99,84,953,0
81,116,947,0
84,264,950,1
86,208,948,0
73,184,968,0
99,85,954,0
73,211,968,0
84,262,948,1
127,89,950,1
116,92,952,1
99,95,943,0
72,86,327,1
117,81,950,1
119,101,958,1
96,83,957,0
75,93,282,1
77,296,966,1
75,84,964,0
100,81,960,0
98,80,957,0
81,96,85,1
99,85,950,0
98,89,962,0
78,117,968,0
100,85,950,0
82,156,969,0
74,296,964,1
96,85,956,0
97,93,958,0
85,266,952,1
73,180,969,0
120,86,958,1
90,298,947,1
78,81,347,1
99,81,950,0
129,92,959,1
105,101,965,1
88,155,946,0
88,85,935,0
104,92,959,1
100,95,964,0
96,83,959,0
99,100,944,0
82,93,365,1
82,139,960,0
70,92,680,1
82,143,959,0
128,92,953,1
114,83,947,1
98,89,961,0
119,92,954,1
75,93,79,1
117,90,959,1
99,87,957,0
76,85,85,1
97,96,959,0
104,87,956,1
94,337,923,1
86,206,942,0
78,120,945,0
100,89,959,0
79,87,81,1
86,267,954,1
76,94,83,1
81,147,965,0
100,82,955,0
77,95,91,1
97,98,965,0
98,99,966,0
97,97,968,0
122,87,957,1
100,85,958,0
99,99,961,0
99,83,954,0
82,89,85,1
79,97,969,0
73,303,973,1
96,88,957,0
86,265,948,1
79,100,76,1
82,136,77,1
123,92,952,1
77,84,523,1
97,82,957,0
76,97,74,1
100,80,954,0
79,84,678,1
78,96,963,0
75,91,973,0
77,153,968,0
118,96,959,1
78,94,966,0
75,95,83,1
126,97,957,1
100,90,954,0
100,84,956,0
74,97,374,1
76,304,973,1
98,99,962,0
83,82,960,0
123,87,951,1
83,84,956,0
103,81,955,1
98,340,954,1
70,80,390,1
110,98,942,1
98,95,958,0
97,90,959,0
98,85,959,0
121,89,958,1
99,92,958,0
128,84,951,1
75,96,677,1
100,95,938,0
121,90,954,1
72,270,974,1
118,87,955,1
79,122,953,0
111,96,931,1
76,99,969,0
128,88,951,1
100,95,960,0
100,96,943,0
115,84,957,1
111,82,958,1
119,94,965,1
109,99,934,1
96,87,954,0
73,184,968,0
74,83,346,1
99,99,961,0
79,122,930,0
80,177,955,0
79,91,93,1
73,85,386,1
78,81,681,1
77,105,967,0
78,96,963,0
70,81,970,0
100,89,959,0
81,130,956,0
73,149,969,0
78,97,680,1
77,134,943,0
74,87,322,1
76,103,969,0
75,72,970,0
96,85,958,0
81,114,946,0
79,99,123,1
78,119,927,0
99,96,958,0
100,80,952,0
108,84,952,1
96,84,958,0
99,91,945,0
107,91,945,1
85,113,969,0
99,84,954,0
79,96,370,1
100,88,957,0
136,82,952,1
91,201,944,0
75,83,685,1
100,89,949,0
79,121,929,0
128,85,956,1
78,87,963,0
80,149,969,0
97,346,945,1
70,82,958,0
85,113,969,0
75,72,970,0
134,86,957,1
70,83,971,0
79,93,477,1
102,93,960,1
78,87,519,1
78,96,964,0
75,94,81,1
88,261,952,1
76,88,327,1
99,96,940,0
98,80,957,0
77,91,678,1
98,91,962,0
97,86,951,0
100,96,943,0
103,85,958,1
76,84,959,0
73,216,970,0
100,90,960,0
72,88,281,1
75,84,973,0
92,336,925,1
99,82,953,0
86,138,82,1
78,87,679,1
107,105,954,1
80,96,682,1
100,97,962,0
99,81,954,0
76,90,85,1
110,98,959,1
84,184,950,0
130,90,950,1
102,95,963,1
73,186,969,0
99,82,952,0
96,339,922,1
99,96,967,0
100,84,959,0
80,134,966,0
108,86,955,1
84,114,968,0
87,295,947,1
97,83,950,0
79,97,74,1
75,86,828,0
105,91,963,1
75,85,969,0
73,181,968,0
91,201,944,0
124,81,958,1
87,262,948,1
74,85,384,1
87,116,969,0
94,290,942,1
98,89,961,0
99,89,968,0
90,222,946,0
130,99,954,1
97,99,958,0
69,81,970,0
78,91,965,0
117,85,954,1
99,82,949,0
69,81,962,0
99,99,958,0
71,85,975,0
115,85,954,1
81,114,946,0
88,340,951,1
86,133,79,1
79,83,469,1
116,99,934,1
113,104,937,1
98,89,954,0
108,83,957,1
76,105,970,0
86,138,969,0
75,84,343,1
122,90,956,1
100,83,959,0
100,89,949,0
82,97,77,1
83,106,71,1
99,97,966,0
75,95,90,1
103,89,957,1
131,86,951,1
85,132,80,1
118,99,943,1
79,299,965,1
78,117,968,0
75,86,970,0
112,99,936,1
75,91,92,1
98,83,951,0
99,98,960,0
78,96,963,0
121,89,952,1
86,106,75,1
78,157,970,0
98,98,967,0
73,182,969,0
80,136,81,1
99,98,944,0
110,82,949,1
100,96,961,0
100,81,950,0
71,89,974,0
91,299,954,1
73,162,968,0
99,98,965,0
78,111,969,0
97,99,965,0
132,89,952,1
72,89,319,1
99,81,954,0
90,289,947,1
71,85,975,0
75,87,85,1
78,89,471,1
97,100,966,0
72,94,84,1
100,92,958,0
97,96,962,0
114,87,948,1
78,102,966,0
104,92,958,1
99,98,941,0
106,85,949,1
87,268,952,1
79,121,929,0
98,90,964,0
100,87,952,0
97,345,948,1
114,93,955,1
99,100,962,0
78,302,973,1
100,87,952,0
84,105,75,1
98,98,958,0
78,138,944,0
99,96,963,0
120,84,960,1
99,94,960,0
78,125,969,0
92,269,955,1
74,88,348,1
83,83,959,0
100,82,950,0
106,85,953,1
79,87,379,1
122,91,955,1
97,81,953,0
71,296,964,1
99,100,961,0
79,145,71,1
100,97,958,0
85,167,949,0
73,92,81,1
97,82,957,0
99,90,966,0
78,96,964,0
82,266,954,1
99,85,950,0
99,89,960,0
128,91,963,1
96,345,948,1
81,91,89,1
124,87,955,1
100,84,959,0
77,91,88,1
119,91,963,1
130,87,957,1
96,80,951,0
71,305,966,1
80,93,88,1
78,98,958,0
98,86,954,0
93,266,955,1
79,124,933,0
97,93,958,0
71,298,968,1
129,85,955,1
78,157,970,0
99,89,961,0
100,82,955,0
98,87,955,0
112,90,951,1
99,101,960,0
98,89,954,0
80,142,80,1
85,111,969,0
99,83,954,0
70,82,970,0
98,99,967,0
102,95,963,1
76,87,680,1
136,82,957,1
75,85,971,0
76,83,960,0
98,341,955,1
99,88,951,0
82,193,944,0
98,90,953,0
82,94,90,1
78,99,963,0
123,88,958,1
98,91,962,0
93,342,945,1
128,92,951,1
88,214,948,0
79,123,963,0
115,81,951,1
82,193,944,0
90,262,946,1
104,82,955,1
99,87,953,0
99,92,959,0
80,96,677,1
100,95,943,0
100,96,942,0
98,99,962,0
98,92,967,0
75,86,828,0
96,84,955,0
77,94,83,1
73,165,969,0
114,97,937,1
76,135,76,1
70,83,971,0
100,87,954,0
100,96,964,0
121,93,955,1
83,84,956,0
99,89,951,0
99,95,965,0
86,110,927,0
80,89,326,1
86,130,968,0
98,81,953,0
105,85,952,1
120,89,950,1
81,93,76,1
100,92,958,0
100,93,960,0
107,101,960,1
99,84,954,0
119,82,954,1
98,95,960,0
80,84,391,1
95,339,948,1
99,94,959,0
132,84,952,1
100,97,967,0
78,84,678,1
75,86,970,0
98,92,958,0
86,139,80,1
118,89,951,1
124,94,955,1
105,86,955,1
111,85,957,1
97,88,952,0
72,99,674,1
73,162,968,0
99,84,957,0
98,90,956,0
106,86,953,1
113,100,965,1
76,94,93,1
117,92,957,1
104,94,958,1
70,83,340,1
122,83,953,1
107,99,941,1
99,96,958,0
122,90,948,1
101,86,950,1
78,116,944,0
100,80,957,0
99,100,944,0
129,89,951,1
74,89,673,1
122,91,961,1
112,88,953,1
90,103,963,0
116,95,956,1
102,84,959,1
107,105,962,1
75,298,972,1
77,88,94,1
83,125,948,0
130,98,962,1
97,91,962,0
99,86,958,0
77,90,87,1
86,110,927,0
77,300,967,1
100,97,967,0
110,99,942,1
86,264,949,1
77,85,961,0
123,85,952,1
77,134,943,0
124,90,953,1
82,105,970,0
99,81,950,0
104,96,963,1
100,94,940,0
78,104,962,0
77,300,970,1
97,98,967,0
99,91,945,0
84,127,968,0
84,127,968,0
72,305,967,1
99,81,959,0
100,82,955,0
81,94,87,1
99,101,960,0
70,83,545,1
98,92,958,0
97,99,958,0
117,84,955,1
77,93,89,1
77,105,967,0
76,90,680,1
71,101,673,1
97,82,958,0
100,96,942,0
97,98,965,0
87,337,929,1
88,267,954,1
114,90,959,1
120,95,961,1
82,156,969,0
100,94,961,0
100,83,956,0
98,89,954,0
79,88,345,1
98,89,954,0
78,135,76,1
97,89,964,0
72,97,125,1
80,83,345,1
85,139,946,0
84,114,968,0
76,103,969,0
116,102,938,1
80,86,522,1
78,96,964,0
100,100,965,0
78,96,964,0
75,97,969,0
80,116,966,0
96,88,957,0
100,95,960,0
100,84,956,0
98,98,967,0
133,87,956,1
73,92,125,1
98,95,963,0
106,96,944,1
78,89,965,0
99,97,964,0
81,103,972,0
98,99,966,0
99,90,967,0
76,83,671,1
75,87,971,0
81,114,946,0
105,82,958,1
93,390,952,1
100,83,956,0
86,270,945,1
100,80,957,0
85,113,969,0
99,89,957,0
99,83,952,0
99,102,967,0
78,83,551,1
77,134,943,0
100,90,943,0
83,117,927,0
100,87,951,0
79,122,930,0
98,94,964,0
99,89,968,0
100,94,961,0
99,90,966,0
85,132,72,1
129,88,954,1
72,95,83,1
84,142,969,0
78,96,963,0
75,97,969,0
99,93,961,0
113,95,935,1
78,137,969,0
81,141,969,0
99,96,958,0
75,97,969,0
72,92,674,1
100,95,962,0
98,99,962,0
99,82,949,0
126,87,954,1
111,91,950,1
100,94,961,0
129,86,953,1
100,92,960,0
81,132,965,0
85,286,945,1
80,94,89,1
98,95,963,0
83,91,92,1
105,96,963,1
99,80,953,0
70,84,971,0
99,90,959,0
91,201,944,0
119,87,957,1
98,83,956,0
99,89,960,0
78,87,380,1
73,296,972,1
98,90,963,0
71,82,387,1
78,100,127,1
69,80,969,0
79,303,967,1
109,90,937,1
100,80,959,0
106,82,955,1
99,96,936,0
89,260,945,1
102,82,956,1
97,81,951,0
78,303,968,1
99,81,957,0
83,96,75,1
69,81,962,0
108,81,958,1
78,92,380,1
98,99,967,0
96,82,957,0
99,89,963,0
78,96,964,0
111,95,946,1
100,84,956,0
97,86,951,0
97,96,959,0
96,84,958,0
73,216,970,0
96,84,955,0
124,94,953,1
92,221,945,0
100,86,954,0
116,83,952,1
115,83,953,1
70,81,970,0
76,98,77,1
81,130,956,0
101,103,959,1
120,89,956,1
98,86,954,0
79,80,674,1
99,100,962,0
83,117,927,0
113,82,957,1
75,82,685,1
130,95,954,1
78,87,963,0
79,82,518,1
125,88,957,1
125,88,953,1
72,271,966,1
79,121,929,0
99,82,952,0
98,83,956,0
74,91,74,1
79,91,87,1
100,94,963,0
108,89,951,1
76,97,673,1
124,87,952,1
98,89,951,0
78,98,965,0
127,94,955,1
79,127,939,0
80,83,380,1
100,88,954,0
71,85,975,0
100,81,950,0
74,96,369,1
121,97,961,1
99,89,965,0
118,93,955,1
82,92,86,1
128,89,952,1
98,99,967,0
84,142,969,0
123,87,957,1
99,82,949,0
79,86,472,1
102,99,961,1
100,99,935,0
93,287,941,1
75,85,969,0
74,94,81,1
104,89,949,1
88,343,955,1
99,91,942,0
100,83,957,0
100,93,938,0
99,90,967,0
99,86,958,0
132,85,957,1
79,93,82,1
99,87,955,0
73,216,970,0
95,336,931,1
72,300,965,1
79,146,945,0
80,87,386,1
100,87,956,0
93,339,946,1
102,90,952,1
104,81,953,1
98,94,959,0
78,302,974,1
78,87,82,1
79,97,969,0
97,97,968,0
98,89,955,0
100,101,966,0
83,94,86,1
98,93,966,0
90,260,951,1
107,100,958,1
100,94,940,0
96,84,958,0
99,87,957,0
107,88,954,1
99,102,967,0
79,147,963,0
78,120,945,0
100,87,951,0
107,105,955,1
95,395,946,1
81,89,80,1
103,83,951,1
100,84,956,0
122,91,953,1
103,82,955,1
98,90,956,0
123,91,955,1
99,94,962,0
98,89,958,0
82,135,80,1
98,81,953,0
79,131,947,0
98,92,958,0
118,87,952,1
75,85,550,1
98,92,967,0
86,130,968,0
80,88,283,1
100,89,956,0
96,86,957,0
96,85,950,0
76,86,382,1
115,89,954,1
75,78,520,1
84,266,950,1
96,90,949,0
75,82,549,1
100,80,954,0
100,93,944,0
99,95,957,0
78,96,964,0
100,80,957,0
81,90,372,1
78,120,945,0
99,98,959,0
99,90,966,0
100,82,955,0
97,89,958,0
116,87,951,1
80,154,949,0
94,283,939,1
103,86,951,1
82,105,970,0
102,80,958,1
82,92,86,1
99,96,967,0
100,92,965,0
123,91,958,1
91,298,954,1
81,116,947,0
104,82,953,1
76,90,683,1
80,165,945,0
101,85,949,1
108,85,954,1
121,84,958,1
98,81,955,0
79,88,82,1
100,81,953,0
74,87,517,1
85,111,969,0
73,85,960,0
82,160,944,0
87,266,949,1
96,82,958,0
75,91,973,0
98,91,958,0
74,90,472,1
100,94,961,0
105,95,963,1
77,153,968,0
100,95,962,0
86,105,78,1
73,182,969,0
84,165,948,0
123,92,959,1
73,99,371,1
81,141,969,0
99,92,958,0
131,81,950,1
100,87,958,0
70,81,970,0
85,134,78,1
77,84,547,1
97,99,965,0
98,89,954,0
90,288,943,1
116,91,957,1
78,114,945,0
80,96,81,1
111,86,958,1
100,94,958,0
99,91,940,0
98,85,959,0
98,90,957,0
73,186,969,0
119,82,954,1
104,80,956,1
99,84,952,0
99,91,942,0
128,90,957,1
77,85,961,0
100,95,964,0
99,94,941,0
83,108,970,0
73,165,969,0
97,99,961,0
124,83,951,1
73,86,677,1
75,86,828,0
117,94,952,1
100,88,957,0
99,94,960,0
80,125,962,0
99,101,960,0
99,96,961,0
87,294,954,1
117,87,957,1
99,96,963,0
97,81,953,0
119,87,954,1
78,87,963,0
107,90,959,1
103,81,952,1
127,85,954,1
100,83,958,0
79,97,969,0
117,103,941,1
112,91,953,1
118,94,948,1
99,83,960,0
114,87,950,1
125,96,960,1
80,90,95,1
75,86,90,1
111,93,956,1
76,274,973,1
78,117,968,0
121,87,951,1
100,80,957,0
97,84,954,0
79,91,381,1
99,81,951,0
100,97,958,0
71,305,970,1
100,92,945,0
72,91,287,1
78,179,967,0
83,82,961,0
75,101,964,0
99,83,950,0
99,87,956,0
69,80,969,0
76,103,76,1
97,82,957,0
94,395,949,1
100,85,954,0
107,100,933,1
90,261,950,1
73,165,969,0
99,82,952,0
75,300,973,1
135,91,955,1
99,81,955,0
74,80,388,1
97,98,967,0
82,90,280,1
77,90,81,1
98,89,962,0
104,100,936,1
106,98,957,1
79,97,83,1
75,95,967,0
75,98,76,1
102,92,938,1
72,297,969,1
99,87,953,0
83,82,960,0
95,343,949,1
98,80,952,0
102,80,954,1
79,91,128,1
87,261,946,1
99,81,956,0
72,92,121,1
99,94,960,0
75,85,971,0
100,86,951,0
100,91,967,0
71,82,670,1
106,105,961,1
75,87,756,0
70,98,675,1
84,127,968,0
100,83,957,0
95,249,945,0
90,343,947,1
97,99,965,0
90,398,948,1
101,98,936,1
127,87,950,1
100,86,951,0
99,89,959,0
74,86,477,1
71,85,975,0
99,89,961,0
119,88,953,1
84,143,970,0
97,95,968,0
73,85,960,0
97,99,958,0
100,92,958,0
83,167,961,0
100,94,958,0
74,118,968,0
120,91,958,1
72,95,89,1
74,89,90,1
126,97,954,1
100,81,950,0
117,90,951,1
108,95,963,1
91,291,940,1
100,93,960,0
99,94,958,0
75,84,968,0
125,87,952,1
86,263,944,1
75,84,964,0
96,80,951,0
99,89,960,0
80,165,945,0
100,81,950,0
97,89,958,0
81,147,965,0
82,94,89,1
99,84,953,0
78,82,386,1
113,86,951,1
77,89,396,1
121,92,957,1
82,88,90,1
78,102,966,0
78,87,963,0
113,92,952,1
102,90,953,1
85,108,969,0
100,101,966,0
99,81,956,0
99,80,959,0
99,96,967,0
82,94,78,1
118,91,946,1
78,98,958,0
73,165,969,0
99,95,957,0
79,99,74,1
77,85,87,1
100,87,952,0
100,94,961,0
110,100,931,1
100,87,956,0
89,338,928,1
126,84,953,1
84,137,76,1
78,96,963,0
106,87,953,1
81,95,92,1
100,92,958,0
109,85,956,1
99,86,951,0
78,96,963,0
82,193,944,0
100,98,959,0
75,87,683,1
99,90,967,0
110,87,952,1
128,92,953,1
81,147,965,0
71,89,974,0
102,97,959,1
107,98,938,1
121,94,955,1
74,88,472,1
79,146,945,0
74,89,84,1
78,305,974,1
76,84,959,0
112,94,931,1
78,100,91,1
72,298,973,1
78,98,82,1
80,84,522,1
75,87,756,0
98,87,956,0
99,94,965,0
79,123,963,0
96,82,957,0
